0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:32:12 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/css/style.css HTTP/1.1" 200 3639
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:32:12 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/script/main.js HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:32:12 +0800] "GET /MeyBank_Assignment/image/wave.png HTTP/1.1" 200 1058009
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:32:12 +0800] "GET /MeyBank_Assignment/image/login%20form.svg HTTP/1.1" 200 31461
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:32:12 +0800] "GET /MeyBank_Assignment/image/avatar.svg HTTP/1.1" 200 2477
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:39:29 +0800] "POST /MeyBank_Assignment/signin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:39:29 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/verifyword.jsp HTTP/1.1" 200 1501
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:40:05 +0800] "POST /MeyBank_Assignment/verifyword HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:40:05 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2601
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:40:11 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/forgetpassword.jsp HTTP/1.1" 200 3327
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:40:11 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/css/forget.css HTTP/1.1" 200 4710
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:40:12 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/script/forget.js HTTP/1.1" 200 536
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:40:12 +0800] "GET /MeyBank_Assignment/image/authentication.svg HTTP/1.1" 200 5436
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:23 +0800] "POST /MeyBank_Assignment/forgetpassword HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:30 +0800] "GET /MeyBank_Assignment/verify HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:30 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/verify.jsp HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:30 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/script/verify.js HTTP/1.1" 200 1024
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:30 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/css/verify.css HTTP/1.1" 200 2224
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:52 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:52 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:56 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:43:56 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:01 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:01 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:04 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:04 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:23 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:23 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:29 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:29 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:34 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:44:34 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:46:02 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:46:02 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:46:05 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:46:05 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2614
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:48:48 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/forgetpassword.jsp HTTP/1.1" 200 3327
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:26 +0800] "POST /MeyBank_Assignment/forgetpassword HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:33 +0800] "GET /MeyBank_Assignment/verify HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:33 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/verify.jsp HTTP/1.1" 200 1600
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:59 +0800] "POST /MeyBank_Assignment/verify HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:59 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/newpassword.jsp HTTP/1.1" 200 1605
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:59 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/script/newpassword HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:59 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/css/newpassword.css HTTP/1.1" 200 3972
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:49:59 +0800] "GET /MeyBank_Assignment/image/bg_img.jpg HTTP/1.1" 200 763239
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:05 +0800] "POST /MeyBank_Assignment/newpassword HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:05 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/signin.jsp HTTP/1.1" 200 2081
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:09 +0800] "POST /MeyBank_Assignment/signin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:09 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/verifyword.jsp HTTP/1.1" 200 1501
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:09 +0800] "POST /MeyBank_Assignment/verifyword HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:09 +0800] "GET /MeyBank_Assignment/MeyBank_SignIn/page/password.jsp HTTP/1.1" 200 2601
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:12 +0800] "POST /MeyBank_Assignment/passwords HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:12 +0800] "GET /MeyBank_Assignment/index HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:12 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/index.jsp HTTP/1.1" 200 6481
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:12 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/style.css HTTP/1.1" 200 6165
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:37 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/account_index.jsp HTTP/1.1" 200 9461
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:37 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:37 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/main.js HTTP/1.1" 200 420
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:37 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/accountindex.css HTTP/1.1" 200 7079
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:53 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/account.jsp HTTP/1.1" 200 11160
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:53 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:53 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/bankaccount.css HTTP/1.1" 200 7863
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:53 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/bankaccount.js HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:50:53 +0800] "POST /MeyBank_Assignment/AjaxFunction HTTP/1.1" 200 461
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:07 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/changelimit.jsp HTTP/1.1" 200 12128
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:07 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:07 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/changebanktype.css HTTP/1.1" 200 12056
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:07 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/changebanktype.js HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:07 +0800] "POST /MeyBank_Assignment/AjaxFunction HTTP/1.1" 200 461
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:08 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/changebanktype1.jsp HTTP/1.1" 200 12171
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:08 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:08 +0800] "POST /MeyBank_Assignment/AjaxFunction HTTP/1.1" 200 461
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:20 +0800] "GET /MeyBank_Assignment/ChangeBankTypestep1?id=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:20 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/changebanktype2.jsp HTTP/1.1" 200 11638
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:20 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:22 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/changebanktype3.jsp HTTP/1.1" 200 11365
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:22 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:25 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/changelimit.jsp HTTP/1.1" 200 12128
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:25 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:25 +0800] "POST /MeyBank_Assignment/AjaxFunction HTTP/1.1" 200 461
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:27 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/new_bankaccount.jsp HTTP/1.1" 200 11049
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:27 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:29 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/transaction_index.jsp HTTP/1.1" 200 9326
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:29 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/transaction_own1.jsp HTTP/1.1" 200 12416
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/transaction1.css HTTP/1.1" 200 12181
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/transaction1.js HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:33 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/transaction1.jsp HTTP/1.1" 200 15956
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:51:33 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:00 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/transaction_IBG1.jsp HTTP/1.1" 200 16497
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:00 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:02 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/payment_index.jsp HTTP/1.1" 200 8866
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:02 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:03 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/Loan_Payment.jsp HTTP/1.1" 200 14372
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:03 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:05 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/investment_index.jsp HTTP/1.1" 200 8865
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:05 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:06 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/investment_view.jsp HTTP/1.1" 200 9598
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:06 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:06 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/investment.css HTTP/1.1" 200 12797
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:06 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/investment.js HTTP/1.1" 200 12666
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:12 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/profile_index.jsp HTTP/1.1" 200 8985
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:12 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:14 +0800] "GET /MeyBank_Assignment/User_GetInformation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:14 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/User_Home.jsp HTTP/1.1" 200 13991
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:14 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/user.css HTTP/1.1" 200 22925
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:14 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/user.js HTTP/1.1" 200 2217
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:14 +0800] "GET /MeyBank_Assignment/image/User/wengchin123456@gmail.com2.jpg HTTP/1.1" 200 226410
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:31 +0800] "GET /MeyBank_Assignment/User_GetInformation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/User_Home.jsp HTTP/1.1" 200 13991
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:32 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/User_Transaction.jsp HTTP/1.1" 200 12447
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:48 +0800] "GET /MeyBank_Assignment/History?Action=All HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:49 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/User_All_History.jsp HTTP/1.1" 200 19635
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:49 +0800] "GET /MeyBank_Assignment/image/User/defaultimg.jpeg HTTP/1.1" 200 7155
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:52:49 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/history.css HTTP/1.1" 200 29342
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:00 +0800] "GET /MeyBank_Assignment/History_View?trid=37 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:00 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/view.jsp HTTP/1.1" 200 5223
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:00 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/view.css HTTP/1.1" 200 11224
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:24 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/User_Update.jsp HTTP/1.1" 200 11617
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:24 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:26 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/payment_index.jsp HTTP/1.1" 200 8866
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:26 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:29 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/profile_index.jsp HTTP/1.1" 200 8985
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:29 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:30 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/equity_index.jsp HTTP/1.1" 200 8878
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:30 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/equity_view.jsp HTTP/1.1" 200 9309
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/assets/bootstrap.min.css HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/css/equity.css HTTP/1.1" 200 12417
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:31 +0800] "GET /MeyBank_Assignment/MeyBank_User/script/equity.js HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [15/Jul/2023:02:53:34 +0800] "GET /MeyBank_Assignment/MeyBank_User/page/mailbox_index.jsp HTTP/1.1" 200 8836
